5.600	1794.000	32.500	2863.512	1672.000	30.232	47554.667	55.433	55.833	59.533	47.267	2.333	3.293	0.740	4.287	719.180	151.700	2.400
5.500	1809.300	33.700	2885.796	1630.667	30.743	47813.000	55.400	56.400	69.167	47.900	2.370	3.497	0.623	4.333	756.233	153.200	2.300
5.600	1845.200	35.400	2950.490	1646.667	31.164	48127.667	55.467	58.400	60.233	55.833	2.383	3.530	0.650	4.377	799.590	154.167	2.500
5.300	1877.900	34.200	2984.751	1488.333	31.895	48416.667	55.867	59.333	61.533	58.900	2.403	3.477	0.723	4.407	820.943	155.233	2.500
4.900	1912.600	33.700	3025.492	1528.667	32.407	48913.333	55.700	63.167	62.467	66.633	2.413	3.497	0.696	4.410	851.650	157.767	2.500
5.100	1918.000	33.800	3033.640	1498.000	32.898	49270.000	55.633	61.633	68.967	69.767	2.423	3.683	0.490	4.430	874.213	159.833	2.500
4.900	1960.300	33.900	3108.151	1405.667	34.140	49821.667	55.767	62.667	66.667	67.500	2.467	3.890	0.313	4.420	898.463	161.033	2.500
4.800	1982.000	34.200	3150.167	1468.000	34.932	50389.000	56.100	60.667	70.633	69.200	2.483	3.873	0.334	4.443	902.793	161.967	2.600
4.400	2016.000	34.300	3214.076	1481.000	35.663	50957.000	56.333	59.067	69.533	63.900	2.487	3.867	0.380	4.497	901.807	163.900	2.700
4.200	2072.700	34.500	3291.826	1522.667	36.385	51574.333	56.467	60.267	68.733	65.900	2.530	4.167	0.306	4.613	958.930	166.833	2.700
4.000	2103.200	34.800	3372.325	1380.667	37.427	52223.667	56.633	65.667	80.833	80.467	2.557	4.610	0.160	4.813	953.390	169.733	2.600
3.800	2109.000	33.200	3384.007	1270.333	38.208	52925.000	56.800	60.300	82.900	75.167	2.583	4.587	0.193	5.003	895.950	171.567	3.900
3.800	2133.100	31.900	3406.292	1083.667	38.800	53470.000	57.000	59.167	77.633	73.267	2.597	5.043	0.097	5.320	803.337	171.033	4.800
3.700	2142.000	29.200	3433.681	931.333	39.170	53828.667	57.267	54.433	69.933	63.067	2.650	5.210	-0.207	5.383	794.783	171.533	4.400
3.900	2154.600	28.300	3464.114	1082.000	38.955	54099.667	56.967	47.333	62.900	45.367	2.667	4.513	0.070	5.120	851.747	173.233	3.900
3.800	2183.400	31.600	3464.310	1214.333	38.796	54130.667	57.133	44.700	56.933	35.933	2.690	3.660	1.160	5.263	869.957	175.633	4.300
3.800	2194.500	33.400	3491.798	1397.333	39.063	54478.333	57.400	52.200	75.533	44.067	2.710	4.300	0.947	5.617	910.730	179.500	4.700
4.000	2207.800	36.000	3518.205	1445.667	40.108	54918.667	57.533	54.633	80.700	50.800	2.757	4.753	0.890	6.027	886.887	182.433	5.100
3.700	2260.300	36.900	3590.655	1455.333	40.680	55286.667	57.233	55.133	76.800	52.833	2.830	5.050	0.560	6.127	845.547	184.833	4.800
3.500	2295.100	38.200	3651.618	1455.667	41.229	55780.333	57.667	55.600	70.367	49.433	2.870	5.520	0.223	6.253	903.007	188.000	4.500
3.700	2338.200	38.900	3676.455	1521.000	41.549	56271.333	57.533	52.867	71.267	50.700	2.890	5.197	0.263	6.077	904.933	191.667	5.100
3.400	2348.600	40.900	3691.966	1582.333	42.180	56865.667	57.600	56.667	72.367	57.533	2.963	5.587	0.183	6.243	960.407	195.800	3.900
3.400	2375.000	43.200	3750.180	1678.333	43.000	57460.000	57.800	56.333	78.700	61.400	3.003	6.093	0.084	6.700	928.913	199.333	4.500
3.400	2390.000	43.400	3760.881	1545.000	43.188	58049.333	57.900	55.800	79.667	65.267	3.040	6.197	0.156	6.887	920.310	200.933	5.500
3.500	2401.000	43.200	3784.245	1411.000	43.706	58520.333	58.067	54.000	82.833	68.300	3.090	7.023	-0.166	7.063	821.760	201.833	5.500
3.700	2419.800	40.700	3766.280	1312.333	43.432	58697.333	58.100	53.267	83.100	65.900	3.147	7.353	-0.056	7.467	822.883	203.467	4.100
3.900	2434.400	40.700	3759.997	1236.333	42.380	58771.333	57.933	47.667	74.300	54.967	3.177	7.210	0.157	7.893	769.073	205.633	5.500
4.600	2445.700	39.400	3767.066	1313.000	42.147	58486.000	57.567	47.767	75.733	60.667	3.217	6.677	1.036	8.140	706.680	207.167	6.100
5.000	2467.100	40.400	3800.541	1483.333	41.996	58262.333	57.200	46.967	70.533	47.467	3.263	6.327	1.133	8.220	753.127	209.900	4.300
5.500	2460.100	45.000	3759.801	1706.667	41.088	57750.000	56.867	42.500	66.800	38.100	3.287	5.353	1.500	7.907	796.207	213.667	5.400
5.900	2507.400	48.600	3864.057	1826.333	41.880	57955.667	56.600	51.300	65.567	43.000	3.387	3.840	2.177	7.217	883.900	217.233	5.200
5.900	2530.500	54.600	3885.851	2020.333	42.260	58204.667	56.467	54.167	73.500	48.733	3.433	4.250	1.997	7.473	913.567	221.833	4.700
6.000	2550.700	58.300	3916.676	2094.000	42.390	58394.667	56.567	54.367	65.767	48.667	3.463	5.010	1.473	7.557	881.230	225.667	3.500
5.800	2593.200	61.500	3927.867	2201.667	43.373	58713.667	56.733	54.967	56.900	51.700	3.520	4.230	1.660	7.300	853.513	227.767	4.000
5.800	2627.600	66.600	3997.666	2406.000	45.188	59383.000	56.767	60.000	75.767	54.967	3.613	3.437	2.596	7.233	923.667	232.233	4.200
5.700	2677.300	68.200	4092.105	2241.333	46.063	60070.333	56.967	59.767	71.667	56.267	3.670	3.770	2.373	7.277	947.973	236.033	3.000
5.600	2718.400	69.600	4131.079	2371.667	46.688	60509.000	57.033	62.300	69.500	63.367	3.713	4.220	2.070	7.207	947.247	240.967	3.900
5.600	2781.700	74.300	4198.718	2424.000	48.303	61324.667	57.167	69.133	74.833	76.067	3.807	4.863	1.510	7.137	997.917	246.867	3.900
4.900	2832.000	77.900	4305.330	2378.333	49.664	62259.000	57.467	70.433	86.900	75.467	3.877	5.700	0.903	7.220	968.367	251.800	6.800
5.000	2830.500	75.800	4355.102	2139.000	50.066	62840.667	57.800	65.833	88.400	86.300	3.930	6.603	0.204	7.307	904.850	254.767	6.100
4.800	2840.600	75.000	4331.934	2016.000	50.515	63232.333	57.867	61.333	82.600	87.333	3.993	8.323	-1.116	7.587	920.357	257.700	7.600
4.600	2832.200	72.700	4373.263	1642.333	51.248	63822.333	58.167	65.967	94.900	92.767	4.077	7.500	-0.747	7.650	876.563	260.967	6.400
5.100	2807.800	69.000	4335.370	1586.000	50.797	64091.667	58.200	60.833	94.300	89.833	4.130	7.617	-0.564	7.897	854.253	265.267	10.000
5.100	2819.000	67.500	4347.936	1515.333	50.844	64294.000	58.000	56.767	91.467	76.567	4.230	8.153	-0.610	8.363	813.777	267.767	9.400
5.500	2831.600	67.400	4305.821	1202.667	50.627	64276.333	57.833	51.300	85.833	62.433	4.367	8.190	-0.227	8.987	681.293	270.133	9.300
6.000	2790.800	60.000	4288.936	1023.667	48.638	63656.000	57.267	37.167	70.467	34.167	4.507	7.360	0.310	9.017	633.473	273.400	10.700
8.100	2814.600	57.700	4237.593	976.333	45.414	62246.667	56.167	32.233	47.867	17.567	4.587	5.750	1.790	8.707	736.963	275.100	6.800
8.800	2860.500	59.900	4268.614	1071.000	44.813	61733.000	55.900	41.267	44.000	23.100	4.643	5.393	2.657	8.873	844.207	279.267	3.400
8.600	2901.200	64.600	4340.867	1250.000	45.975	62199.667	56.067	51.000	65.133	35.867	4.737	6.330	1.967	8.913	820.243	284.500	7.800
8.400	2931.400	68.700	4397.806	1341.667	46.968	62827.333	56.067	54.967	70.167	44.267	4.843	5.627	2.436	8.810	849.707	286.433	7.200
7.900	2989.700	76.200	4496.761	1442.000	48.380	63811.667	56.533	59.567	72.567	55.600	4.943	4.917	2.836	8.557	982.447	290.633	5.800
7.700	3016.300	80.700	4530.335	1449.667	48.997	64353.667	56.867	59.200	78.000	58.067	5.023	5.157	2.616	8.533	991.620	295.600	5.800
7.800	3047.900	80.600	4552.030	1557.000	49.622	64723.667	56.967	54.667	76.000	53.933	5.150	5.150	2.580	8.463	982.857	298.600	6.200
7.700	3088.000	92.500	4584.623	1691.333	50.547	65138.000	56.967	53.933	70.867	49.833	5.263	4.673	2.517	8.183	972.267	303.933	5.700
7.500	3124.600	97.600	4639.990	1844.333	51.567	65969.333	57.200	56.067	79.367	56.667	5.377	4.630	2.723	8.033	936.640	311.233	8.400
7.200	3141.500	111.700	4731.092	1918.667	53.126	66964.333	57.767	57.800	75.467	54.433	5.483	4.840	2.530	8.013	913.953	317.333	7.600
6.900	3171.400	115.000	4815.812	2009.000	53.749	67804.000	57.967	55.500	68.267	56.167	5.603	5.497	1.860	7.947	866.223	322.333	7.300
6.800	3219.100	116.900	4815.321	2075.333	54.134	68619.667	58.500	57.100	64.567	55.667	5.740	6.110	1.487	8.103	826.407	328.633	6.800
6.400	3237.300	121.000	4830.832	1829.333	53.960	69330.333	58.800	56.100	72.600	59.300	5.863	6.393	1.617	8.450	756.467	335.567	7.400
6.100	3306.400	130.600	5021.183	2114.000	56.080	70713.333	59.333	59.467	80.933	58.533	5.953	6.477	1.843	8.670	832.293	343.900	8.300
6.200	3320.800	135.800	5070.661	2019.333	56.566	71564.333	59.400	61.000	85.067	60.000	6.087	7.313	1.177	8.753	868.303	349.800	8.900
5.800	3347.800	139.000	5137.416	2039.667	57.596	72452.000	59.767	60.267	85.133	64.233	6.280	8.570	0.250	9.027	798.830	355.333	8.600
5.900	3365.300	138.500	5147.430	1665.667	57.865	73168.333	60.000	58.133	86.667	65.700	6.413	9.383	-0.276	9.293	836.740	360.333	10.400
5.800	3364.000	140.600	5152.338	1845.667	57.779	73768.000	59.833	54.433	87.300	66.900	6.493	9.377	-0.264	9.390	839.737	370.333	11.700
5.700	3397.300	143.500	5189.446	1790.000	57.574	74108.667	59.933	50.133	87.900	53.667	6.613	9.673	-0.570	9.290	870.877	378.433	11.000
6.000	3407.100	141.400	5204.662	1567.667	57.783	74411.333	60.000	47.267	86.400	45.300	6.767	11.843	-1.396	10.543	825.597	381.133	11.000
6.300	3401.700	134.000	5221.253	1246.000	58.043	74649.000	59.900	46.667	83.833	42.400	6.887	13.353	-1.366	12.143	841.580	388.100	12.600
6.900	3325.800	111.700	5115.917	1058.000	55.588	73959.333	59.133	32.367	70.567	33.033	7.020	9.617	0.860	11.203	845.277	385.900	10.200
7.800	3362.000	116.300	5107.376	1392.000	54.696	73657.000	58.833	43.533	64.767	39.200	7.213	9.153	1.800	11.577	933.443	399.333	9.400
7.500	3406.800	130.800	5202.110	1505.000	56.789	74337.333	58.967	55.567	75.500	47.800	7.473	13.613	-1.190	12.830	960.607	409.400	10.200
7.500	3421.300	131.300	5307.544	1366.333	56.907	74777.667	59.233	49.200	73.267	48.967	7.637	14.390	-1.430	13.163	975.240	415.033	8.500
7.200	3422.100	128.900	5266.117	1181.667	57.110	75142.333	59.367	51.933	69.067	49.767	7.803	14.907	-1.157	13.983	988.793	425.767	8.600
7.200	3435.700	120.400	5329.829	964.000	57.701	75435.667	58.967	45.833	66.100	46.800	7.940	15.053	-0.206	14.920	894.597	426.933	8.000
7.900	3409.700	109.600	5263.368	873.333	56.398	75065.667	58.533	37.967	56.867	39.800	8.087	11.750	2.337	14.617	872.177	432.133	7.900
8.600	3432.200	104.800	5177.077	880.000	55.262	74484.667	58.167	37.767	43.167	39.100	8.247	12.813	1.480	15.010	839.420	442.433	6.200
9.300	3444.300	102.900	5204.859	948.000	54.570	74020.333	57.967	37.200	38.900	41.833	8.320	12.420	1.510	14.510	826.610	447.100	5.200
9.800	3470.800	103.500	5185.225	1118.667	53.762	73430.000	57.700	38.500	40.400	45.667	8.410	9.317	3.800	13.753	868.720	452.100	5.800
10.400	3533.900	111.500	5189.839	1282.667	52.739	72835.333	57.300	40.467	39.133	47.333	8.470	7.907	2.760	11.877	1025.847	470.267	5.300
10.400	3568.500	131.200	5253.845	1630.333	53.338	72976.000	57.133	51.433	46.767	49.133	8.583	8.107	2.456	11.843	1105.963	484.033	4.100
10.200	3639.500	147.000	5372.336	1660.333	54.568	73657.667	57.467	55.933	59.133	53.800	8.640	8.397	2.146	11.570	1216.047	499.067	4.500
9.400	3704.100	162.400	5478.360	1801.667	56.464	74568.000	58.233	63.067	66.867	59.933	8.703	9.140	2.487	12.343	1216.170	510.367	4.800
8.800	3762.500	170.800	5590.469	1729.333	57.927	75858.333	58.633	66.767	69.600	64.133	8.843	8.800	2.887	12.410	1253.287	519.200	5.100
8.000	3794.900	176.600	5699.830	1940.000	59.624	77046.333	59.000	60.233	69.700	63.800	8.953	9.170	2.773	12.283	1180.033	528.000	4.900
7.700	3849.300	181.400	5797.902	1822.667	60.543	78004.000	59.633	59.233	66.133	61.100	9.000	9.797	3.403	13.213	1136.000	537.300	5.300
7.500	3879.100	181.400	5854.251	1672.000	60.947	78820.333	59.700	53.033	57.800	55.700	9.060	10.320	2.547	12.990	1182.123	541.667	4.400
7.400	3930.200	183.000	5902.354	1630.333	60.990	79597.000	59.800	50.567	52.467	48.733	9.187	8.803	2.940	12.350	1202.630	547.600	5.000
7.300	3996.200	183.300	5956.937	1714.333	61.167	80191.000	60.033	49.333	46.200	48.567	9.317	8.183	3.400	12.257	1279.187	562.400	4.400
7.300	4032.600	185.100	6007.789	1725.667	61.220	80781.667	60.000	47.700	45.067	47.067	9.370	7.460	3.353	11.630	1302.977	575.933	4.800
7.400	4109.100	188.800	6101.737	1701.000	61.131	81197.000	60.067	48.500	44.633	47.267	9.403	7.107	3.230	11.030	1336.697	596.200	4.100
7.100	4118.400	195.500	6148.564	1824.667	61.501	81731.333	60.367	51.200	46.933	49.267	9.513	7.167	2.593	10.577	1464.370	613.267	4.700
6.700	4152.700	206.300	6207.368	1898.667	61.845	82069.333	60.467	51.067	49.033	50.133	9.577	6.897	1.660	9.573	1699.553	626.700	3.600
7.100	4196.700	219.800	6232.008	1878.000	61.473	82372.333	60.567	51.200	47.867	50.267	9.577	6.140	1.463	9.003	1851.137	651.200	3.500
7.000	4269.500	226.100	6291.695	1758.667	61.732	82809.000	60.800	51.000	52.633	50.100	9.577	5.523	1.784	8.830	1813.743	678.800	3.700
7.000	4296.700	228.300	6323.404	1712.333	62.430	83287.667	60.933	50.967	57.000	52.033	9.650	5.353	1.910	8.677	1895.963	708.333	3.800
6.600	4298.600	230.100	6365.028	1761.333	63.263	83844.333	61.100	54.167	62.100	51.533	9.710	5.537	1.656	8.367	2228.907	731.567	3.900
6.300	4357.300	232.900	6435.023	1612.000	64.366	84567.333	61.433	56.700	68.600	54.533	9.730	5.657	2.686	9.167	2332.153	744.300	4.300
6.100	4406.300	234.200	6493.434	1625.000	65.505	85252.000	61.667	58.967	76.333	60.233	9.767	6.043	2.834	9.757	2610.433	745.167	4.300
6.000	4417.100	237.500	6606.820	1523.667	67.116	86056.000	61.900	60.167	79.167	63.267	9.873	5.863	3.260	10.213	1921.970	753.200	4.000
5.700	4490.600	234.400	6639.118	1425.333	67.690	86721.000	62.000	56.100	78.133	60.167	9.940	5.723	2.694	9.557	2005.967	758.567	4.200
